,FV_D,FV_M,FV_DATE,VISIT_CODE,WP_ID,NAICS,RegCode,INDCode,HICCode,HICPerCode,E1524Code,E2554Code,E55pCode,ConCode,Claims_Code
25430,12,3,2019-03-12,2019-03-12 81238,81238,332999,5,5,1,1,1,1,2,1,1
5774,1,3,2019-03-01,2019-03-01 2051492,2051492,237110,2,4,6,4,2,2,2,1,4
11096,26,10,2019-10-26,2019-10-26 2124430,2124430,812115,2,10,2,2,1,1,2,3,1
20278,9,4,2019-04-09,2019-04-09 1145691,1145691,417920,4,12,7,1,2,1,1,4,5
5285,6,6,2019-06-06,2019-06-06 2088247,2088247,236110,2,4,6,4,2,2,2,2,4
25242,21,8,2019-08-21,2019-08-21 2094371,2094371,236110,5,4,2,4,2,2,2,3,1
22045,6,9,2019-09-06,2019-09-06 2061377,2061377,237110,4,4,5,5,2,2,2,3,3
8586,10,9,2019-09-10,2019-09-10 1631670,1631670,415110,2,12,7,1,2,1,1,4,5
8449,20,9,2019-09-20,2019-09-20 2115638,2115638,416120,2,12,7,1,2,1,1,3,5
25714,10,5,2019-05-10,2019-05-10 68744,68744,622111,5,8,3,1,1,2,1,1,2
15346,11,8,2019-08-11,2019-08-11 2092465,2092465,236110,3,4,2,3,2,2,2,2,2
23882,19,2,2019-02-19,2019-02-19 2062709,2062709,442298,4,12,7,1,2,1,1,3,5
26306,18,4,2019-04-18,2019-04-18 2071695,2071695,238910,5,4,2,4,2,2,2,1,1
4375,17,9,2019-09-17,2019-09-17 2102299,2102299,236110,1,4,4,5,2,2,2,4,2
11865,10,2,2019-02-10,2019-02-10 2060953,2060953,812190,2,10,2,2,1,1,2,4,1
1558,22,1,2019-01-22,2019-01-22 2036823,2036823,236220,1,4,4,5,2,2,2,3,2
23605,24,8,2019-08-24,2019-08-24 2046247,2046247,236110,4,4,5,5,2,2,2,2,3
6221,25,4,2019-04-25,2019-04-25 2077711,2077711,453999,2,12,7,1,2,1,1,3,5
12027,13,3,2019-03-13,2019-03-13 2065859,2065859,236110,2,4,6,4,2,2,2,1,4
5512,2,7,2019-07-02,2019-07-02 2093939,2093939,237110,2,4,6,4,2,2,2,3,4
17933,12,2,2019-02-12,2019-02-12 2035259,2035259,236220,4,4,5,5,2,2,2,4,3
21725,22,3,2019-03-22,2019-03-22 2051045,2051045,236110,4,4,5,5,2,2,2,3,3
24611,24,1,2019-01-24,2019-01-24 1587842,1587842,212220,5,2,1,3,1,2,1,1,1
2780,18,10,2019-10-18,2019-10-18 2052763,2052763,236110,1,4,4,5,2,2,2,3,2
9217,20,3,2019-03-20,2019-03-20 2070089,2070089,812115,2,10,2,2,1,1,2,4,1
8470,24,4,2019-04-24,2019-04-24 2041156,2041156,236110,2,4,6,4,2,2,2,3,4
14145,30,5,2019-05-30,2019-05-30 2079045,2079045,236220,2,4,6,4,2,2,2,3,4
15640,25,8,2019-08-25,2019-08-25 2108935,2108935,812115,3,10,1,2,1,1,2,1,1
3233,24,9,2019-09-24,2019-09-24 2116480,2116480,236220,1,4,4,5,2,2,2,1,2
7999,12,6,2019-06-12,2019-06-12 1173607,1173607,333246,2,5,7,2,1,1,2,3,5
25613,11,2,2019-02-11,2019-02-11 1924300,1924300,236110,5,4,2,4,2,2,2,4,1
7985,21,6,2019-06-21,2019-06-21 1909766,1909766,236110,2,4,6,4,2,2,2,3,4
22335,31,7,2019-07-31,2019-07-31 2101584,2101584,722512,4,9,1,2,2,1,1,2,1
9679,9,7,2019-07-09,2019-07-09 35566,35566,722310,2,9,2,3,2,1,1,4,1
2889,30,1,2019-01-30,2019-01-30 1595793,1595793,811199,1,10,1,2,1,1,2,3,1
24674,13,8,2019-08-13,2019-08-13 2006456,2006456,237310,5,4,2,4,2,2,2,2,1
6158,3,7,2019-07-03,2019-07-03 1619760,1619760,335312,2,5,7,2,1,1,2,3,5
21235,28,2,2019-02-28,2019-02-28 2056527,2056527,238910,4,4,5,5,2,2,2,3,3
13496,27,9,2019-09-27,2019-09-27 70786,70786,713910,2,12,7,1,2,1,1,3,5
1492,9,10,2019-10-09,2019-10-09 1763799,1763799,722310,1,9,1,3,2,1,1,1,1
7192,20,8,2019-08-20,2019-08-20 2102443,2102443,236220,2,4,6,4,2,2,2,1,4
14606,23,9,2019-09-23,2019-09-23 2107105,2107105,236110,2,4,6,4,2,2,2,4,4
22726,6,9,2019-09-06,2019-09-06 2047266,2047266,236220,4,4,5,5,2,2,2,1,3
9127,22,5,2019-05-22,2019-05-22 2085164,2085164,236220,2,4,6,4,2,2,2,2,4
17028,23,6,2019-06-23,2019-06-23 2091954,2091954,812115,3,10,1,2,1,1,2,2,1
15291,28,6,2019-06-28,2019-06-28 2058531,2058531,236220,3,4,2,3,2,2,2,2,2
1294,31,10,2019-10-31,2019-10-31 2125761,2125761,236110,1,4,4,5,2,2,2,4,2
18301,14,3,2019-03-14,2019-03-14 1196493,1196493,325314,4,5,7,2,1,1,2,1,5
24383,16,1,2019-01-16,2019-01-16 2040001,2040001,236220,5,4,2,4,2,2,2,2,1
18064,25,9,2019-09-25,2019-09-25 2116815,2116815,238990,4,4,5,5,2,2,2,1,3
7464,6,11,2019-11-06,2019-11-06 1898631,1898631,212315,2,2,1,1,1,2,1,4,1
23564,14,11,2019-11-14,2019-11-14 2128048,2128048,561910,4,12,7,1,2,1,1,4,5
20325,8,4,2019-04-08,2019-04-08 2074546,2074546,722512,4,9,1,2,2,1,1,3,1
7719,4,9,2019-09-04,2019-09-04 2091926,2091926,236220,2,4,6,4,2,2,2,1,4
8191,14,9,2019-09-14,2019-09-14 2115544,2115544,238160,2,4,6,4,2,2,2,2,4
1842,9,11,2019-11-09,2019-11-09 2089077,2089077,236110,1,4,4,5,2,2,2,4,2
13489,10,9,2019-09-10,2019-09-10 40826,40826,445110,2,12,7,1,2,1,1,3,5
3872,27,3,2019-03-27,2019-03-27 2065412,2065412,236220,1,4,4,5,2,2,2,1,2
4807,9,5,2019-05-09,2019-05-09 2022160,2022160,236110,1,4,4,5,2,2,2,1,2
23349,25,3,2019-03-25,2019-03-25 2040470,2040470,621499,4,8,7,2,1,2,1,1,5
15596,30,11,2019-11-30,2019-11-30 2132882,2132882,811111,3,10,1,2,1,1,2,1,1
26171,12,6,2019-06-12,2019-06-12 2071183,2071183,236220,5,4,2,4,2,2,2,1,1
19701,7,8,2019-08-07,2019-08-07 2102425,2102425,444190,4,12,7,1,2,1,1,2,5
14965,12,1,2019-01-12,2019-01-12 2054425,2054425,337110,3,5,4,1,1,1,2,3,3
2570,19,7,2019-07-19,2019-07-19 2098580,2098580,236110,1,4,4,5,2,2,2,4,2
12176,11,1,2019-01-11,2019-01-11 2003395,2003395,236220,2,4,6,4,2,2,2,3,4
7942,2,4,2019-04-02,2019-04-02 2056671,2056671,236110,2,4,6,4,2,2,2,3,4
25890,9,8,2019-08-09,2019-08-09 2103586,2103586,236110,5,4,2,4,2,2,2,3,1
16797,17,9,2019-09-17,2019-09-17 2088773,2088773,236110,3,4,2,3,2,2,2,4,2
10994,11,6,2019-06-11,2019-06-11 404122,404122,493110,2,6,6,3,1,1,2,1,5
23542,7,12,2019-12-07,2019-12-07 2134052,2134052,812115,4,10,3,2,1,1,2,3,2
8948,14,3,2019-03-14,2019-03-14 2067901,2067901,812115,2,10,2,2,1,1,2,1,1
17067,13,6,2019-06-13,2019-06-13 1609709,1609709,623310,3,8,6,1,1,2,1,1,4
136,6,2,2019-02-06,2019-02-06 2062862,2062862,236110,1,4,4,5,2,2,2,3,2
7862,2,5,2019-05-02,2019-05-02 2079902,2079902,236220,2,4,6,4,2,2,2,1,4
20429,4,12,2019-12-04,2019-12-04 2120739,2120739,236220,4,4,5,5,2,2,2,1,3
25484,9,5,2019-05-09,2019-05-09 1897835,1897835,442298,5,12,3,1,2,1,1,1,2
3033,3,7,2019-07-03,2019-07-03 2072109,2072109,236110,1,4,4,5,2,2,2,2,2
10666,30,4,2019-04-30,2019-04-30 1232671,1232671,337110,2,5,7,2,1,1,2,1,5
25925,26,11,2019-11-26,2019-11-26 1690751,1690751,113312,5,1,1,2,1,1,2,3,1
17819,14,3,2019-03-14,2019-03-14 2049965,2049965,236110,4,4,5,5,2,2,2,4,3
7456,18,9,2019-09-18,2019-09-18 2094810,2094810,236220,2,4,6,4,2,2,2,3,4
21331,18,6,2019-06-18,2019-06-18 1138048,1138048,623110,4,8,7,2,1,2,1,2,5
4600,30,5,2019-05-30,2019-05-30 2076537,2076537,236220,1,4,4,5,2,2,2,1,2
11507,11,4,2019-04-11,2019-04-11 1164152,1164152,541940,2,12,7,1,2,1,1,2,5
17338,27,8,2019-08-27,2019-08-27 2103672,2103672,236210,3,4,2,3,2,2,2,1,2
9213,17,5,2019-05-17,2019-05-17 3914,3914,722512,2,9,2,3,2,1,1,3,1
22047,26,4,2019-04-26,2019-04-26 1676776,1676776,561722,4,12,7,1,2,1,1,3,5
6482,19,3,2019-03-19,2019-03-19 2069675,2069675,236220,2,4,6,4,2,2,2,3,4
21570,5,3,2019-03-05,2019-03-05 16158,16158,332319,4,5,7,2,1,1,2,3,5
9297,16,5,2019-05-16,2019-05-16 2083733,2083733,238160,2,4,6,4,2,2,2,4,4
24618,7,8,2019-08-07,2019-08-07 1637383,1637383,444130,5,12,3,1,2,1,1,4,2
24530,6,6,2019-06-06,2019-06-06 1709213,1709213,212220,5,2,1,3,1,2,1,4,1
20129,12,6,2019-06-12,2019-06-12 2004416,2004416,236220,4,4,5,5,2,2,2,3,3
13318,13,11,2019-11-13,2019-11-13 2125443,2125443,236220,2,4,6,4,2,2,2,4,4
13050,25,2,2019-02-25,2019-02-25 2058317,2058317,237130,2,4,6,4,2,2,2,1,4
17569,17,4,2019-04-17,2019-04-17 1843155,1843155,236110,4,4,5,5,2,2,2,4,3
8917,28,11,2019-11-28,2019-11-28 2097218,2097218,236110,2,4,6,4,2,2,2,1,4
12644,6,7,2019-07-06,2019-07-06 2095409,2095409,236110,2,4,6,4,2,2,2,1,4
11740,23,10,2019-10-23,2019-10-23 2096991,2096991,237110,2,4,6,4,2,2,2,2,4
19855,8,2,2019-02-08,2019-02-08 1141568,1141568,332710,4,5,7,2,1,1,2,4,5
19837,13,2,2019-02-13,2019-02-13 1344201,1344201,332710,4,5,7,2,1,1,2,2,5
12681,14,3,2019-03-14,2019-03-14 2067783,2067783,236110,2,4,6,4,2,2,2,3,4
13025,31,5,2019-05-31,2019-05-31 2073018,2073018,237130,2,4,6,4,2,2,2,1,4
1557,23,9,2019-09-23,2019-09-23 2115916,2115916,236220,1,4,4,5,2,2,2,3,2
18357,12,1,2019-01-12,2019-01-12 2037839,2037839,236110,4,4,5,5,2,2,2,3,3
7593,16,10,2019-10-16,2019-10-16 2122251,2122251,236220,2,4,6,4,2,2,2,3,4
419,6,9,2019-09-06,2019-09-06 2088714,2088714,236110,1,4,4,5,2,2,2,3,2
24408,20,8,2019-08-20,2019-08-20 2022094,2022094,237310,5,4,2,4,2,2,2,3,1
19755,22,10,2019-10-22,2019-10-22 2124514,2124514,236220,4,4,5,5,2,2,2,4,3
17694,4,7,2019-07-04,2019-07-04 2094870,2094870,444210,4,12,7,1,2,1,1,3,5
20792,2,5,2019-05-02,2019-05-02 2079858,2079858,237130,4,4,5,5,2,2,2,1,3
8307,5,11,2019-11-05,2019-11-05 1018096,1018096,621610,2,8,5,2,1,2,1,1,4
24878,6,2,2019-02-06,2019-02-06 34940,34940,488410,5,6,1,3,1,1,2,1,1
11518,25,7,2019-07-25,2019-07-25 2099928,2099928,236110,2,4,6,4,2,2,2,4,4
5330,4,12,2019-12-04,2019-12-04 2089169,2089169,236210,2,4,6,4,2,2,2,3,4
9905,20,11,2019-11-20,2019-11-20 1924929,1924929,311990,2,5,7,2,1,1,2,1,5
10928,23,9,2019-09-23,2019-09-23 1931593,1931593,236220,2,4,6,4,2,2,2,4,4
17357,27,3,2019-03-27,2019-03-27 2072069,2072069,487110,3,6,3,5,1,1,2,1,2
941,27,9,2019-09-27,2019-09-27 91411,91411,212315,1,2,1,2,1,2,1,1,1
19750,25,4,2019-04-25,2019-04-25 2078437,2078437,417990,4,12,7,1,2,1,1,4,5
10777,15,9,2019-09-15,2019-09-15 2114616,2114616,812115,2,10,2,2,1,1,2,1,1
19672,9,9,2019-09-09,2019-09-09 363697,363697,519121,4,12,7,1,2,1,1,2,5
12048,18,3,2019-03-18,2019-03-18 2053182,2053182,236110,2,4,6,4,2,2,2,1,4
6810,16,12,2019-12-16,2019-12-16 2094452,2094452,236110,2,4,6,4,2,2,2,4,4
16577,12,7,2019-07-12,2019-07-12 2097543,2097543,722511,3,9,1,2,2,1,1,3,1
11433,16,4,2019-04-16,2019-04-16 1973953,1973953,236110,2,4,6,4,2,2,2,3,4
15650,9,8,2019-08-09,2019-08-09 2102987,2102987,236110,3,4,2,3,2,2,2,1,2
3603,10,5,2019-05-10,2019-05-10 1864922,1864922,236220,1,4,4,5,2,2,2,2,2
6206,17,4,2019-04-17,2019-04-17 1082639,1082639,441110,2,12,7,1,2,1,1,3,5
1795,20,3,2019-03-20,2019-03-20 2070308,2070308,413160,1,12,6,1,2,1,1,4,5
3833,22,10,2019-10-22,2019-10-22 2123576,2123576,332710,1,5,3,1,1,1,2,1,3
14947,27,11,2019-11-27,2019-11-27 2132345,2132345,334512,3,5,4,1,1,1,2,3,3
587,23,7,2019-07-23,2019-07-23 2092702,2092702,236220,1,4,4,5,2,2,2,3,2
9174,16,7,2019-07-16,2019-07-16 2074154,2074154,236220,2,4,6,4,2,2,2,1,4
5371,28,11,2019-11-28,2019-11-28 2133009,2133009,722512,2,9,2,3,2,1,1,3,1
5482,30,4,2019-04-30,2019-04-30 2078628,2078628,444190,2,12,7,1,2,1,1,4,5
2892,12,8,2019-08-12,2019-08-12 2103565,2103565,238160,1,4,4,5,2,2,2,4,2
14952,5,11,2019-11-05,2019-11-05 1951987,1951987,418190,3,12,7,1,2,1,1,1,5
19023,17,4,2019-04-17,2019-04-17 1012441,1012441,212323,4,2,1,3,1,2,1,1,1
8422,8,1,2019-01-08,2019-01-08 2018893,2018893,236210,2,4,6,4,2,2,2,1,4
4575,21,3,2019-03-21,2019-03-21 171281,171281,332999,1,5,3,1,1,1,2,4,3
21868,12,1,2019-01-12,2019-01-12 7341,7341,337110,4,5,7,2,1,1,2,4,5
1985,19,11,2019-11-19,2019-11-19 2131241,2131241,448199,1,12,6,1,2,1,1,1,5
12700,19,1,2019-01-19,2019-01-19 2056001,2056001,236110,2,4,6,4,2,2,2,3,4
22869,12,8,2019-08-12,2019-08-12 2088081,2088081,238910,4,4,5,5,2,2,2,3,3
6693,23,8,2019-08-23,2019-08-23 2089688,2089688,236110,2,4,6,4,2,2,2,3,4
23352,29,11,2019-11-29,2019-11-29 2101544,2101544,236220,4,4,5,5,2,2,2,1,3
20393,30,5,2019-05-30,2019-05-30 2075322,2075322,236110,4,4,5,5,2,2,2,1,3
22009,22,11,2019-11-22,2019-11-22 2100372,2100372,236210,4,4,5,5,2,2,2,1,3
7318,23,10,2019-10-23,2019-10-23 1953460,1953460,561410,2,12,7,1,2,1,1,3,5
4187,6,6,2019-06-06,2019-06-06 2077656,2077656,237110,1,4,4,5,2,2,2,1,2
5306,8,11,2019-11-08,2019-11-08 2045116,2045116,236110,2,4,6,4,2,2,2,3,4
3059,22,11,2019-11-22,2019-11-22 2102120,2102120,236220,1,4,4,5,2,2,2,4,2
22179,27,11,2019-11-27,2019-11-27 2119769,2119769,236110,4,4,5,5,2,2,2,3,3
23065,5,6,2019-06-05,2019-06-05 68968,68968,623110,4,8,7,2,1,2,1,2,5
364,5,12,2019-12-05,2019-12-05 2121069,2121069,237130,1,4,4,5,2,2,2,3,2
7124,1,4,2019-04-01,2019-04-01 2041350,2041350,236110,2,4,6,4,2,2,2,3,4
22793,1,4,2019-04-01,2019-04-01 2048574,2048574,236110,4,4,5,5,2,2,2,4,3
20769,11,7,2019-07-11,2019-07-11 2052333,2052333,236220,4,4,5,5,2,2,2,2,3
14470,29,11,2019-11-29,2019-11-29 2109415,2109415,236220,2,4,6,4,2,2,2,1,4
26528,26,4,2019-04-26,2019-04-26 2077930,2077930,236110,5,4,2,4,2,2,2,1,1
26575,25,4,2019-04-25,2019-04-25 2077928,2077928,236110,5,4,2,4,2,2,2,1,1
11958,16,5,2019-05-16,2019-05-16 2027819,2027819,236220,2,4,6,4,2,2,2,2,4
10397,18,7,2019-07-18,2019-07-18 2008632,2008632,236110,2,4,6,4,2,2,2,4,4
14893,6,9,2019-09-06,2019-09-06 2078406,2078406,236110,3,4,2,3,2,2,2,4,2
14514,10,4,2019-04-10,2019-04-10 2075187,2075187,236110,2,4,6,4,2,2,2,4,4
17544,8,5,2019-05-08,2019-05-08 2075846,2075846,237110,4,4,5,5,2,2,2,2,3
13246,17,1,2019-01-17,2019-01-17 1941865,1941865,236110,2,4,6,4,2,2,2,4,4
10963,27,6,2019-06-27,2019-06-27 1968455,1968455,236110,2,4,6,4,2,2,2,4,4
2736,21,3,2019-03-21,2019-03-21 5406,5406,314910,1,5,3,1,1,1,2,3,3
6805,25,6,2019-06-25,2019-06-25 2055124,2055124,236110,2,4,6,4,2,2,2,3,4
6488,20,3,2019-03-20,2019-03-20 2070126,2070126,444130,2,12,7,1,2,1,1,3,5
21138,4,4,2019-04-04,2019-04-04 2072678,2072678,236110,4,4,5,5,2,2,2,1,3
21679,11,12,2019-12-11,2019-12-11 2134835,2134835,312120,4,5,7,2,1,1,2,4,5
1676,29,1,2019-01-29,2019-01-29 1956360,1956360,236110,1,4,4,5,2,2,2,2,2
9714,15,11,2019-11-15,2019-11-15 2074854,2074854,237110,2,4,6,4,2,2,2,3,4
7666,30,12,2019-12-30,2019-12-30 2136360,2136360,238220,2,4,6,4,2,2,2,1,4
8801,17,6,2019-06-17,2019-06-17 2070611,2070611,236220,2,4,6,4,2,2,2,2,4
8266,23,1,2019-01-23,2019-01-23 237814,237814,541940,2,12,7,1,2,1,1,4,5
16213,21,10,2019-10-21,2019-10-21 2002587,2002587,236110,3,4,2,3,2,2,2,2,2
1539,23,12,2019-12-23,2019-12-23 2030105,2030105,236110,1,4,4,5,2,2,2,3,2
9156,27,3,2019-03-27,2019-03-27 2067565,2067565,236220,2,4,6,4,2,2,2,2,4
16301,15,8,2019-08-15,2019-08-15 2100145,2100145,236110,3,4,2,3,2,2,2,3,2
19067,9,5,2019-05-09,2019-05-09 1034046,1034046,211110,4,2,1,3,1,2,1,1,1
18491,9,7,2019-07-09,2019-07-09 2081049,2081049,236110,4,4,5,5,2,2,2,2,3
790,9,9,2019-09-09,2019-09-09 2120282,2120282,212323,1,2,1,2,1,2,1,1,1
7311,30,4,2019-04-30,2019-04-30 2078047,2078047,443144,2,12,7,1,2,1,1,1,5
19654,6,6,2019-06-06,2019-06-06 2036733,2036733,236110,4,4,5,5,2,2,2,3,3
11077,15,4,2019-04-15,2019-04-15 13071,13071,332810,2,5,7,2,1,1,2,1,5
12230,29,1,2019-01-29,2019-01-29 292379,292379,326130,2,5,7,2,1,1,2,2,5
7277,24,4,2019-04-24,2019-04-24 2074594,2074594,238910,2,4,6,4,2,2,2,1,4
11956,15,4,2019-04-15,2019-04-15 2077437,2077437,812990,2,10,2,2,1,1,2,4,1
3611,27,5,2019-05-27,2019-05-27 2057877,2057877,236110,1,4,4,5,2,2,2,3,2
24817,18,7,2019-07-18,2019-07-18 2093708,2093708,236210,5,4,2,4,2,2,2,2,1
12779,16,2,2019-02-16,2019-02-16 2050953,2050953,236110,2,4,6,4,2,2,2,3,4
16439,19,8,2019-08-19,2019-08-19 2107375,2107375,238390,3,4,2,3,2,2,2,3,2
26098,23,1,2019-01-23,2019-01-23 49083,49083,811119,5,10,1,1,1,1,2,4,1
10998,4,1,2019-01-04,2019-01-04 1832595,1832595,448110,2,12,7,1,2,1,1,1,5
25415,22,10,2019-10-22,2019-10-22 68817,68817,622111,5,8,3,1,1,2,1,2,2
8580,8,1,2019-01-08,2019-01-08 1634413,1634413,327215,2,5,7,2,1,1,2,3,5
14165,26,2,2019-02-26,2019-02-26 1808152,1808152,236110,2,4,6,4,2,2,2,3,4
25971,26,8,2019-08-26,2019-08-26 2030126,2030126,236220,5,4,2,4,2,2,2,3,1
26085,23,5,2019-05-23,2019-05-23 1578189,1578189,913910,5,11,1,2,1,2,1,3,1
15660,10,9,2019-09-10,2019-09-10 1975871,1975871,236220,3,4,2,3,2,2,2,3,2
27059,19,6,2019-06-19,2019-06-19 2091535,2091535,236110,5,4,2,4,2,2,2,2,1
22541,7,10,2019-10-07,2019-10-07 2120200,2120200,332710,4,5,7,2,1,1,2,4,5
19073,14,2,2019-02-14,2019-02-14 2061264,2061264,237310,4,4,5,5,2,2,2,1,3
15551,16,12,2019-12-16,2019-12-16 2033683,2033683,811111,3,10,1,2,1,1,2,4,1
20576,23,7,2019-07-23,2019-07-23 2016153,2016153,236210,4,4,5,5,2,2,2,2,3
19535,17,12,2019-12-17,2019-12-17 2100778,2100778,236110,4,4,5,5,2,2,2,1,3
10383,26,6,2019-06-26,2019-06-26 2027150,2027150,236110,2,4,6,4,2,2,2,1,4
22033,17,10,2019-10-17,2019-10-17 16062,16062,332319,4,5,7,2,1,1,2,3,5
5481,9,4,2019-04-09,2019-04-09 2061390,2061390,237110,2,4,6,4,2,2,2,1,4
27042,14,9,2019-09-14,2019-09-14 2114027,2114027,236110,5,4,2,4,2,2,2,1,1
20481,10,10,2019-10-10,2019-10-10 2114377,2114377,236110,4,4,5,5,2,2,2,4,3
15090,12,3,2019-03-12,2019-03-12 2067082,2067082,453999,3,12,7,1,2,1,1,1,5
23860,24,10,2019-10-24,2019-10-24 2010284,2010284,236210,4,4,5,5,2,2,2,3,3
21743,28,9,2019-09-28,2019-09-28 2092160,2092160,236110,4,4,5,5,2,2,2,1,3
23044,16,12,2019-12-16,2019-12-16 86042,86042,212393,4,2,1,3,1,2,1,3,1
17372,7,2,2019-02-07,2019-02-07 2059144,2059144,442298,3,12,7,1,2,1,1,1,5
14875,20,11,2019-11-20,2019-11-20 1914450,1914450,541940,3,12,7,1,2,1,1,3,5
11117,19,6,2019-06-19,2019-06-19 2091858,2091858,713999,2,12,7,1,2,1,1,1,5
17497,14,8,2019-08-14,2019-08-14 2053304,2053304,722511,4,9,1,2,2,1,1,4,1
838,24,7,2019-07-24,2019-07-24 1224669,1224669,452991,1,12,6,1,2,1,1,1,5
5170,9,3,2019-03-09,2019-03-09 1993932,1993932,236110,2,4,6,4,2,2,2,1,4
9672,19,9,2019-09-19,2019-09-19 2110305,2110305,236210,2,4,6,4,2,2,2,4,4
12181,12,8,2019-08-12,2019-08-12 2074317,2074317,237110,2,4,6,4,2,2,2,3,4
5948,13,8,2019-08-13,2019-08-13 2104059,2104059,452999,2,12,7,1,2,1,1,2,5
14222,8,5,2019-05-08,2019-05-08 2081591,2081591,624410,2,8,5,2,1,2,1,3,4
13713,28,5,2019-05-28,2019-05-28 2075011,2075011,236220,2,4,6,4,2,2,2,3,4
13416,15,10,2019-10-15,2019-10-15 2105514,2105514,236220,2,4,6,4,2,2,2,3,4
6131,4,7,2019-07-04,2019-07-04 2095542,2095542,812190,2,10,2,2,1,1,2,1,1
26566,31,7,2019-07-31,2019-07-31 2101376,2101376,236220,5,4,2,4,2,2,2,3,1
409,9,9,2019-09-09,2019-09-09 51635,51635,811121,1,10,1,2,1,1,2,1,1
26961,8,7,2019-07-08,2019-07-08 180832,180832,444220,5,12,3,1,2,1,1,1,2
4971,10,5,2019-05-10,2019-05-10 2075728,2075728,236110,2,4,6,4,2,2,2,3,4
12580,10,10,2019-10-10,2019-10-10 2121444,2121444,238160,2,4,6,4,2,2,2,1,4
4127,30,4,2019-04-30,2019-04-30 2064251,2064251,236220,1,4,4,5,2,2,2,2,2
8154,15,6,2019-06-15,2019-06-15 2055823,2055823,236110,2,4,6,4,2,2,2,3,4
20779,12,3,2019-03-12,2019-03-12 1719959,1719959,327110,4,5,7,2,1,1,2,3,5
14953,2,5,2019-05-02,2019-05-02 1310935,1310935,722512,3,9,1,2,2,1,1,4,1
1215,15,2,2019-02-15,2019-02-15 2011216,2011216,236110,1,4,4,5,2,2,2,4,2
12522,19,7,2019-07-19,2019-07-19 2100684,2100684,812115,2,10,2,2,1,1,2,3,1
15311,23,10,2019-10-23,2019-10-23 2122608,2122608,236110,3,4,2,3,2,2,2,3,2
15284,11,7,2019-07-11,2019-07-11 2065719,2065719,236110,3,4,2,3,2,2,2,4,2
8063,20,8,2019-08-20,2019-08-20 2109225,2109225,236110,2,4,6,4,2,2,2,3,4
2936,13,8,2019-08-13,2019-08-13 1050946,1050946,445292,1,12,6,1,2,1,1,1,5
18625,7,12,2019-12-07,2019-12-07 2120301,2120301,236110,4,4,5,5,2,2,2,3,3
407,6,9,2019-09-06,2019-09-06 2113562,2113562,236110,1,4,4,5,2,2,2,4,2
816,12,8,2019-08-12,2019-08-12 1977885,1977885,212323,1,2,1,2,1,2,1,1,1
7528,12,10,2019-10-12,2019-10-12 1880824,1880824,446120,2,12,7,1,2,1,1,4,5
12709,6,11,2019-11-06,2019-11-06 2102372,2102372,236110,2,4,6,4,2,2,2,3,4
11946,15,3,2019-03-15,2019-03-15 1299644,1299644,713940,2,12,7,1,2,1,1,4,5
10876,29,5,2019-05-29,2019-05-29 2085940,2085940,811310,2,10,2,2,1,1,2,1,1
17583,30,9,2019-09-30,2019-09-30 1015593,1015593,441320,4,12,7,1,2,1,1,1,5
10045,16,4,2019-04-16,2019-04-16 2045547,2045547,236110,2,4,6,4,2,2,2,1,4
4963,14,8,2019-08-14,2019-08-14 2100715,2100715,236220,2,4,6,4,2,2,2,2,4
15217,11,12,2019-12-11,2019-12-11 2135058,2135058,448210,3,12,7,1,2,1,1,1,5
5515,29,10,2019-10-29,2019-10-29 2124939,2124939,722512,2,9,2,3,2,1,1,1,1
13912,3,10,2019-10-03,2019-10-03 367579,367579,327990,2,5,7,2,1,1,2,2,5
871,11,6,2019-06-11,2019-06-11 2074269,2074269,236110,1,4,4,5,2,2,2,1,2
10752,17,9,2019-09-17,2019-09-17 2114740,2114740,812115,2,10,2,2,1,1,2,3,1
9656,12,8,2019-08-12,2019-08-12 2033828,2033828,236220,2,4,6,4,2,2,2,3,4
19749,3,1,2019-01-03,2019-01-03 1903676,1903676,236110,4,4,5,5,2,2,2,3,3
20320,28,11,2019-11-28,2019-11-28 1096471,1096471,722512,4,9,1,2,2,1,1,1,1
18382,10,6,2019-06-10,2019-06-10 1012640,1012640,212323,4,2,1,3,1,2,1,4,1
13690,30,1,2019-01-30,2019-01-30 2009501,2009501,236220,2,4,6,4,2,2,2,1,4
2447,23,10,2019-10-23,2019-10-23 2048779,2048779,236220,1,4,4,5,2,2,2,3,2
1832,5,12,2019-12-05,2019-12-05 2092896,2092896,236110,1,4,4,5,2,2,2,1,2
27095,14,11,2019-11-14,2019-11-14 1081104,1081104,448130,5,12,3,1,2,1,1,1,2
20752,11,4,2019-04-11,2019-04-11 2064913,2064913,236220,4,4,5,5,2,2,2,3,3
18559,27,9,2019-09-27,2019-09-27 2117519,2117519,236110,4,4,5,5,2,2,2,3,3
22902,28,2,2019-02-28,2019-02-28 2005275,2005275,236110,4,4,5,5,2,2,2,3,3
18498,3,9,2019-09-03,2019-09-03 2111808,2111808,236220,4,4,5,5,2,2,2,2,3
2782,16,9,2019-09-16,2019-09-16 2092185,2092185,236220,1,4,4,5,2,2,2,2,2
18683,23,4,2019-04-23,2019-04-23 2078157,2078157,444110,4,12,7,1,2,1,1,3,5
7237,8,4,2019-04-08,2019-04-08 1990082,1990082,237110,2,4,6,4,2,2,2,3,4
16990,24,2,2019-02-24,2019-02-24 2063842,2063842,236110,3,4,2,3,2,2,2,4,2
