Industry Sector,NAICS sector code,Claim Location,Age Group,year,#Allowed lost time claims,Region
Chemicals/Process,31-33,Hastings,25-29,2016,4,Eastern Ontario
Chemicals/Process,31-33,Hastings,30-34,2016,2,Eastern Ontario
Chemicals/Process,31-33,Hastings,35-39,2016,2,Eastern Ontario
Chemicals/Process,31-33,Hastings,40-44,2016,1,Eastern Ontario
Chemicals/Process,31-33,Hastings,45-49,2016,1,Eastern Ontario
Chemicals/Process,31-33,Hastings,50-54,2016,1,Eastern Ontario
Chemicals/Process,31-33,Hastings,55-59,2016,2,Eastern Ontario
Chemicals/Process,31-33,Hastings,60-64,2016,1,Eastern Ontario
Chemicals/Process,31-33,Hastings,65+,2016,1,Eastern Ontario
Chemicals/Process,31-33,Hastings,15-19,2017,0,Eastern Ontario
Chemicals/Process,31-33,Hastings,20-24,2017,2,Eastern Ontario
Chemicals/Process,31-33,Hastings,25-29,2017,4,Eastern Ontario
Chemicals/Process,31-33,Hastings,30-34,2017,2,Eastern Ontario
Chemicals/Process,31-33,Hastings,35-39,2017,0,Eastern Ontario
Chemicals/Process,31-33,Hastings,40-44,2017,2,Eastern Ontario
Chemicals/Process,31-33,Hastings,45-49,2017,4,Eastern Ontario
Chemicals/Process,31-33,Hastings,50-54,2017,4,Eastern Ontario
Chemicals/Process,31-33,Hastings,55-59,2017,2,Eastern Ontario
Chemicals/Process,31-33,Hastings,60-64,2017,3,Eastern Ontario
Chemicals/Process,31-33,Hastings,65+,2017,0,Eastern Ontario
Chemicals/Process,31-33,Hastings,15-19,2018,2,Eastern Ontario
Chemicals/Process,31-33,Hastings,20-24,2018,1,Eastern Ontario
Chemicals/Process,31-33,Hastings,25-29,2018,2,Eastern Ontario
Chemicals/Process,31-33,Hastings,30-34,2018,4,Eastern Ontario
Chemicals/Process,31-33,Hastings,35-39,2018,1,Eastern Ontario
Chemicals/Process,31-33,Hastings,40-44,2018,1,Eastern Ontario
Chemicals/Process,31-33,Hastings,45-49,2018,4,Eastern Ontario
Chemicals/Process,31-33,Hastings,50-54,2018,6,Eastern Ontario
Chemicals/Process,31-33,Hastings,55-59,2018,5,Eastern Ontario
Chemicals/Process,31-33,Hastings,60-64,2018,1,Eastern Ontario
Chemicals/Process,31-33,Hastings,65+,2018,0,Eastern Ontario
Chemicals/Process,31-33,Hastings,15-19,2019,0,Eastern Ontario
Chemicals/Process,31-33,Hastings,20-24,2019,1,Eastern Ontario
Chemicals/Process,31-33,Hastings,25-29,2019,2,Eastern Ontario
Chemicals/Process,31-33,Hastings,30-34,2019,1,Eastern Ontario
Chemicals/Process,31-33,Hastings,35-39,2019,1,Eastern Ontario
Chemicals/Process,31-33,Hastings,40-44,2019,2,Eastern Ontario
Chemicals/Process,31-33,Hastings,45-49,2019,2,Eastern Ontario
Chemicals/Process,31-33,Hastings,50-54,2019,2,Eastern Ontario
Chemicals/Process,31-33,Hastings,55-59,2019,4,Eastern Ontario
Chemicals/Process,31-33,Hastings,60-64,2019,5,Eastern Ontario
Chemicals/Process,31-33,Hastings,65+,2019,0,Eastern Ontario
Chemicals/Process,31-33,Huron,20-24,2015,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,25-29,2015,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,30-34,2015,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,40-44,2015,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,45-49,2015,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,50-54,2015,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,55-59,2015,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,60-64,2015,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,65+,2015,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,20-24,2016,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,25-29,2016,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,30-34,2016,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,40-44,2016,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,45-49,2016,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,50-54,2016,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,55-59,2016,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,60-64,2016,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,65+,2016,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,20-24,2017,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,25-29,2017,3,Southwestern Ontario
Chemicals/Process,31-33,Huron,30-34,2017,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,40-44,2017,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,45-49,2017,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,50-54,2017,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,55-59,2017,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,60-64,2017,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,65+,2017,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,20-24,2018,2,Southwestern Ontario
Chemicals/Process,31-33,Huron,25-29,2018,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,30-34,2018,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,40-44,2018,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,45-49,2018,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,50-54,2018,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,55-59,2018,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,60-64,2018,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,65+,2018,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,20-24,2019,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,25-29,2019,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,30-34,2019,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,40-44,2019,2,Southwestern Ontario
Chemicals/Process,31-33,Huron,45-49,2019,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,50-54,2019,0,Southwestern Ontario
Chemicals/Process,31-33,Huron,55-59,2019,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,60-64,2019,1,Southwestern Ontario
Chemicals/Process,31-33,Huron,65+,2019,0,Southwestern Ontario
Chemicals/Process,31-33,Kawartha Lakes,20-24,2015,0,Eastern Ontario
Chemicals/Process,31-33,Kawartha Lakes,20-24,2016,0,Eastern Ontario
Chemicals/Process,31-33,Kawartha Lakes,20-24,2017,1,Eastern Ontario
Chemicals/Process,31-33,Kawartha Lakes,20-24,2018,0,Eastern Ontario
Chemicals/Process,31-33,Kawartha Lakes,20-24,2019,0,Eastern Ontario
Chemicals/Process,31-33,Kenora,35-39,2015,0,Northern Ontario
Chemicals/Process,31-33,Kenora,35-39,2016,0,Northern Ontario
Chemicals/Process,31-33,Kenora,35-39,2017,0,Northern Ontario
Chemicals/Process,31-33,Kenora,35-39,2018,1,Northern Ontario
Chemicals/Process,31-33,Kenora,35-39,2019,0,Northern Ontario
Chemicals/Process,31-33,Lambton,20-24,2015,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,25-29,2015,2,Southwestern Ontario
Chemicals/Process,31-33,Lambton,30-34,2015,4,Southwestern Ontario
Chemicals/Process,31-33,Lambton,35-39,2015,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,40-44,2015,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,45-49,2015,3,Southwestern Ontario
Chemicals/Process,31-33,Lambton,50-54,2015,5,Southwestern Ontario
Chemicals/Process,31-33,Lambton,55-59,2015,2,Southwestern Ontario
Chemicals/Process,31-33,Lambton,60-64,2015,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,65+,2015,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,20-24,2016,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,25-29,2016,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,30-34,2016,4,Southwestern Ontario
Chemicals/Process,31-33,Lambton,35-39,2016,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,40-44,2016,2,Southwestern Ontario
Chemicals/Process,31-33,Lambton,45-49,2016,3,Southwestern Ontario
Chemicals/Process,31-33,Lambton,50-54,2016,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,55-59,2016,4,Southwestern Ontario
Chemicals/Process,31-33,Lambton,60-64,2016,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,65+,2016,3,Southwestern Ontario
Chemicals/Process,31-33,Lambton,20-24,2017,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,25-29,2017,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,30-34,2017,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,35-39,2017,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,40-44,2017,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,45-49,2017,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,50-54,2017,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,55-59,2017,2,Southwestern Ontario
Chemicals/Process,31-33,Lambton,60-64,2017,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,65+,2017,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,20-24,2018,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,25-29,2018,3,Southwestern Ontario
Chemicals/Process,31-33,Lambton,30-34,2018,2,Southwestern Ontario
Chemicals/Process,31-33,Lambton,35-39,2018,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,40-44,2018,3,Southwestern Ontario
Chemicals/Process,31-33,Lambton,45-49,2018,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,50-54,2018,2,Southwestern Ontario
Chemicals/Process,31-33,Lambton,55-59,2018,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,60-64,2018,2,Southwestern Ontario
Chemicals/Process,31-33,Lambton,65+,2018,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,20-24,2019,2,Southwestern Ontario
Chemicals/Process,31-33,Lambton,25-29,2019,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,30-34,2019,2,Southwestern Ontario
Chemicals/Process,31-33,Lambton,35-39,2019,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,40-44,2019,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,45-49,2019,2,Southwestern Ontario
Chemicals/Process,31-33,Lambton,50-54,2019,0,Southwestern Ontario
Chemicals/Process,31-33,Lambton,55-59,2019,1,Southwestern Ontario
Chemicals/Process,31-33,Lambton,60-64,2019,2,Southwestern Ontario
Chemicals/Process,31-33,Lambton,65+,2019,0,Southwestern Ontario
Chemicals/Process,31-33,Lanark,15-19,2015,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,20-24,2015,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,25-29,2015,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,30-34,2015,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,35-39,2015,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,40-44,2015,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,45-49,2015,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,50-54,2015,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,55-59,2015,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,60-64,2015,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,15-19,2016,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,20-24,2016,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,25-29,2016,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,30-34,2016,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,35-39,2016,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,40-44,2016,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,45-49,2016,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,50-54,2016,1,Eastern Ontario
Chemicals/Process,31-33,Lanark,55-59,2016,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,60-64,2016,1,Eastern Ontario
Chemicals/Process,31-33,Lanark,15-19,2017,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,20-24,2017,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,25-29,2017,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,30-34,2017,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,35-39,2017,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,40-44,2017,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,45-49,2017,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,50-54,2017,1,Eastern Ontario
Chemicals/Process,31-33,Lanark,55-59,2017,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,60-64,2017,1,Eastern Ontario
Chemicals/Process,31-33,Lanark,15-19,2018,1,Eastern Ontario
Chemicals/Process,31-33,Lanark,20-24,2018,1,Eastern Ontario
Chemicals/Process,31-33,Lanark,25-29,2018,3,Eastern Ontario
Chemicals/Process,31-33,Lanark,30-34,2018,1,Eastern Ontario
Chemicals/Process,31-33,Lanark,35-39,2018,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,40-44,2018,1,Eastern Ontario
Chemicals/Process,31-33,Lanark,45-49,2018,1,Eastern Ontario
Chemicals/Process,31-33,Lanark,50-54,2018,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,55-59,2018,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,60-64,2018,0,Eastern Ontario
Chemicals/Process,31-33,Lanark,15-19,2019,1,Eastern Ontario
Chemicals/Process,31-33,Lanark,20-24,2019,8,Eastern Ontario
Chemicals/Process,31-33,Lanark,25-29,2019,11,Eastern Ontario
Chemicals/Process,31-33,Lanark,30-34,2019,4,Eastern Ontario
Chemicals/Process,31-33,Lanark,35-39,2019,2,Eastern Ontario
Chemicals/Process,31-33,Lanark,40-44,2019,5,Eastern Ontario
Chemicals/Process,31-33,Lanark,45-49,2019,3,Eastern Ontario
Chemicals/Process,31-33,Lanark,50-54,2019,2,Eastern Ontario
Chemicals/Process,31-33,Lanark,55-59,2019,7,Eastern Ontario
Chemicals/Process,31-33,Lanark,60-64,2019,1,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,15-19,2015,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,20-24,2015,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,25-29,2015,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,30-34,2015,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,35-39,2015,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,40-44,2015,1,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,45-49,2015,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,50-54,2015,2,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,55-59,2015,1,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,65+,2015,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,15-19,2016,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,20-24,2016,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,25-29,2016,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,30-34,2016,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,35-39,2016,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,40-44,2016,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,45-49,2016,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,50-54,2016,1,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,55-59,2016,1,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,65+,2016,2,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,15-19,2017,1,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,20-24,2017,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,25-29,2017,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,30-34,2017,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,35-39,2017,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,40-44,2017,2,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,45-49,2017,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,50-54,2017,1,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,55-59,2017,1,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,65+,2017,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,15-19,2018,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,20-24,2018,2,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,25-29,2018,2,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,30-34,2018,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,35-39,2018,2,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,40-44,2018,2,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,45-49,2018,2,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,50-54,2018,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,55-59,2018,1,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,65+,2018,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,15-19,2019,1,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,20-24,2019,2,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,25-29,2019,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,30-34,2019,2,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,35-39,2019,0,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,40-44,2019,2,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,45-49,2019,3,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,50-54,2019,1,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,55-59,2019,1,Eastern Ontario
Chemicals/Process,31-33,Leeds and Grenville,65+,2019,1,Eastern Ontario
Chemicals/Process,31-33,Lennox and Addington,30-34,2015,0,Eastern Ontario
Chemicals/Process,31-33,Lennox and Addington,50-54,2015,1,Eastern Ontario
Chemicals/Process,31-33,Lennox and Addington,30-34,2016,0,Eastern Ontario
Chemicals/Process,31-33,Lennox and Addington,50-54,2016,0,Eastern Ontario
Chemicals/Process,31-33,Lennox and Addington,30-34,2017,1,Eastern Ontario
Chemicals/Process,31-33,Lennox and Addington,50-54,2017,0,Eastern Ontario
Chemicals/Process,31-33,Lennox and Addington,30-34,2018,0,Eastern Ontario
Chemicals/Process,31-33,Lennox and Addington,50-54,2018,0,Eastern Ontario
Chemicals/Process,31-33,Lennox and Addington,30-34,2019,0,Eastern Ontario
Chemicals/Process,31-33,Lennox and Addington,50-54,2019,0,Eastern Ontario
Chemicals/Process,31-33,Middlesex,15-19,2015,0,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,20-24,2015,2,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,25-29,2015,3,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,30-34,2015,0,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,35-39,2015,2,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,40-44,2015,4,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,45-49,2015,1,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,50-54,2015,1,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,55-59,2015,1,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,60-64,2015,0,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,65+,2015,0,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,15-19,2016,0,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,20-24,2016,1,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,25-29,2016,3,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,30-34,2016,2,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,35-39,2016,2,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,40-44,2016,3,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,45-49,2016,1,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,50-54,2016,4,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,55-59,2016,7,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,60-64,2016,0,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,65+,2016,0,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,15-19,2017,0,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,20-24,2017,1,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,25-29,2017,1,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,30-34,2017,1,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,35-39,2017,2,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,40-44,2017,3,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,45-49,2017,2,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,50-54,2017,2,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,55-59,2017,3,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,60-64,2017,1,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,65+,2017,0,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,15-19,2018,1,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,20-24,2018,2,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,25-29,2018,1,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,30-34,2018,4,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,35-39,2018,0,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,40-44,2018,1,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,45-49,2018,1,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,50-54,2018,2,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,55-59,2018,3,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,60-64,2018,0,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,65+,2018,0,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,15-19,2019,0,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,20-24,2019,4,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,25-29,2019,2,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,30-34,2019,4,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,35-39,2019,5,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,40-44,2019,3,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,45-49,2019,2,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,50-54,2019,3,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,55-59,2019,2,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,60-64,2019,2,Southwestern Ontario
Chemicals/Process,31-33,Middlesex,65+,2019,1,Southwestern Ontario
Chemicals/Process,31-33,Muskoka,15-19,2015,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,25-29,2015,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,30-34,2015,2,Northern Ontario
Chemicals/Process,31-33,Muskoka,35-39,2015,2,Northern Ontario
Chemicals/Process,31-33,Muskoka,40-44,2015,1,Northern Ontario
Chemicals/Process,31-33,Muskoka,45-49,2015,2,Northern Ontario
Chemicals/Process,31-33,Muskoka,55-59,2015,1,Northern Ontario
Chemicals/Process,31-33,Muskoka,65+,2015,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,15-19,2016,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,25-29,2016,1,Northern Ontario
Chemicals/Process,31-33,Muskoka,30-34,2016,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,35-39,2016,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,40-44,2016,1,Northern Ontario
Chemicals/Process,31-33,Muskoka,45-49,2016,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,55-59,2016,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,65+,2016,1,Northern Ontario
Chemicals/Process,31-33,Muskoka,15-19,2017,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,25-29,2017,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,30-34,2017,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,35-39,2017,2,Northern Ontario
Chemicals/Process,31-33,Muskoka,40-44,2017,1,Northern Ontario
Chemicals/Process,31-33,Muskoka,45-49,2017,1,Northern Ontario
Chemicals/Process,31-33,Muskoka,55-59,2017,1,Northern Ontario
Chemicals/Process,31-33,Muskoka,65+,2017,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,15-19,2018,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,25-29,2018,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,30-34,2018,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,35-39,2018,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,40-44,2018,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,45-49,2018,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,55-59,2018,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,65+,2018,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,15-19,2019,1,Northern Ontario
Chemicals/Process,31-33,Muskoka,25-29,2019,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,30-34,2019,1,Northern Ontario
Chemicals/Process,31-33,Muskoka,35-39,2019,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,40-44,2019,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,45-49,2019,0,Northern Ontario
Chemicals/Process,31-33,Muskoka,55-59,2019,1,Northern Ontario
Chemicals/Process,31-33,Muskoka,65+,2019,0,Northern Ontario
Chemicals/Process,31-33,Niagara,15-19,2015,0,Central Ontario
Chemicals/Process,31-33,Niagara,20-24,2015,6,Central Ontario
Chemicals/Process,31-33,Niagara,25-29,2015,5,Central Ontario
Chemicals/Process,31-33,Niagara,30-34,2015,2,Central Ontario
Chemicals/Process,31-33,Niagara,35-39,2015,1,Central Ontario
Chemicals/Process,31-33,Niagara,40-44,2015,2,Central Ontario
Chemicals/Process,31-33,Niagara,45-49,2015,2,Central Ontario
Chemicals/Process,31-33,Niagara,50-54,2015,5,Central Ontario
Chemicals/Process,31-33,Niagara,55-59,2015,1,Central Ontario
Chemicals/Process,31-33,Niagara,60-64,2015,0,Central Ontario
Chemicals/Process,31-33,Niagara,65+,2015,2,Central Ontario
Chemicals/Process,31-33,Niagara,15-19,2016,0,Central Ontario
Chemicals/Process,31-33,Niagara,20-24,2016,3,Central Ontario
Chemicals/Process,31-33,Niagara,25-29,2016,2,Central Ontario
Chemicals/Process,31-33,Niagara,30-34,2016,3,Central Ontario
Chemicals/Process,31-33,Niagara,35-39,2016,1,Central Ontario
Chemicals/Process,31-33,Niagara,40-44,2016,1,Central Ontario
Chemicals/Process,31-33,Niagara,45-49,2016,5,Central Ontario
Chemicals/Process,31-33,Niagara,50-54,2016,3,Central Ontario
Chemicals/Process,31-33,Niagara,55-59,2016,2,Central Ontario
Chemicals/Process,31-33,Niagara,60-64,2016,2,Central Ontario
Chemicals/Process,31-33,Niagara,65+,2016,1,Central Ontario
Chemicals/Process,31-33,Niagara,15-19,2017,1,Central Ontario
Chemicals/Process,31-33,Niagara,20-24,2017,6,Central Ontario
